5.838457498071154550e-01,9.879008511638952550e-01,3.048527852630291135e-01
4.271612177970274260e-01,1.346483680722227461e-01,4.524866024304653456e-01
9.141053834637437037e-01,-4.090341878314536217e-01,-1.881458141339707457e-01
-2.546615060469045733e-01,8.365073194057558170e-02,7.039548911602458992e-01
7.923948919848672334e-01,-3.088152533376449516e-02,5.297059407252293628e-01
8.462593787901777354e-02,1.061754396127693401e+00,6.538276063240662517e-02
1.234295454646620327e-01,-5.786804038361696018e-02,8.081218902230616896e-01
9.453651527513882158e-01,7.115337667855463621e-01,1.600052571303637455e-02
6.486175438133139348e-01,5.062986194330252460e-02,4.117846507273518197e-01
5.608250463026190902e-01,9.111805759045735753e-01,7.701893556322688683e-01
3.545945419983689284e-01,-4.204348270018418710e-01,1.787695199375424482e-01
2.344115804863005637e-01,-4.814431903886505493e-02,6.620008292974335351e-01
-1.844930640964855539e-01,4.734484906571397034e-02,7.427163474091625917e-01
6.556430559289958548e-01,7.020300379758567244e-01,6.362966949044763787e-01
7.771028043507687277e-01,7.520860316451493111e-01,3.892093424386490752e-01
4.173418594130082759e-01,-3.069005609608274621e-01,-1.946322060431770196e-01
7.511372806649635470e-01,6.238234074577821975e-01,9.754146536976592285e-01
8.851915562828518436e-01,8.959968395535855556e-01,3.923382485214936266e-01
7.296885042334322335e-01,8.263257826220958557e-02,3.134435067904763894e-01
1.008580490709218624e+00,9.721718009688677942e-01,7.056009123590594179e-01
4.684759017801246594e-01,-3.954544754799878548e-01,-1.950097679447763271e-02
3.089510236445256464e-01,5.503604025027424296e-01,6.040415757842548805e-01
4.309747212293600360e-01,9.235964182213587947e-02,3.846224635118566382e-01
-1.009290277585765533e-01,1.543751701040725274e-02,6.898453209286508070e-01
5.736701385345681636e-01,7.435757167998209571e-02,7.692581609673826426e-01
-1.697851513174666593e-01,-1.209247873678193780e-02,8.106194114049515287e-01
7.525238388741594120e-01,3.297533428071638406e-01,1.492191949960404163e-01
3.284845576051502736e-01,7.774047270087549588e-01,5.548383095458490066e-01
5.148040420041860576e-01,8.353469579804585488e-01,5.174225175669276977e-01
7.688940001749791087e-01,-3.610206361263637587e-02,5.947723034065397485e-01
7.219840238896749751e-01,7.996799413350522689e-01,1.967759566849984210e-01
-5.882997651398177638e-03,1.510715719050734381e-02,7.625134470270239495e-01
4.768977332370900046e-01,1.287795261710500128e-01,4.754501098464749553e-01
3.798685157087370312e-01,7.244406798842119022e-01,9.130606454810177297e-01
4.903370886459013089e-01,3.633310534430657102e-01,2.531010441951579981e-01
8.311730938353553144e-01,1.009421032265978901e+00,8.772847650712489731e-01
8.280418204284459849e-01,9.749223831948253816e-01,5.257016593830566853e-01
5.334644203897763726e-01,-1.243687606241073440e-01,9.058808531805913056e-01
3.681477562699296269e-01,6.058871822865644630e-01,3.047910283110037977e-01
3.117990176125819968e-01,4.157465535244199706e-01,6.339111420808396513e-01
8.129051009104977243e-01,7.498449937629028117e-01,3.270587875970309977e-01
-2.961652008086867321e-02,1.049281774272399492e-01,5.114792269687626902e-01
9.289779159838649214e-01,9.441465968692610566e-01,1.098846237731190001e-01
1.589951163815247204e-01,3.012482654148865291e-01,7.850374839415613648e-01
1.956572498248927428e-01,1.072310014439810555e+00,1.895431872878407253e-01
5.755113568411776570e-02,-5.261943998118770449e-02,9.542360618954678353e-01
7.474069036242260156e-01,8.106339917756312241e-01,6.400381105261113146e-02
2.205943092607816347e-01,4.771668920170208938e-01,4.945972728605771418e-01
8.077384605857061972e-01,1.624761024916427377e-01,7.608934786573738895e-01
5.834040957291596330e-01,2.258717806050108134e-01,9.566956744132393275e-02
7.677985350776314055e-01,5.656947225420932979e-01,7.967715657306932986e-01
1.066730569201136181e+00,-3.797165994470813599e-01,-3.175329462309630091e-01
5.657796582373616490e-01,-3.449672165518872791e-01,-2.235619865381925364e-01
1.348301692068567224e-02,3.701432426286292016e-03,8.105193569347503013e-01
8.554974692354245791e-01,-2.765752626692921656e-01,5.015185285836996076e-01
1.608242049758779046e-01,-2.737057072299824492e-02,7.718298236128704470e-01
2.074157446652651893e-01,-7.344826508807483778e-02,8.302475400943781780e-01
-1.656825231732089454e-01,1.765004870873241039e-01,3.755175044046596966e-01
7.100948624847084334e-01,6.039752182504890543e-01,8.383537453187970279e-01
1.550359160530442038e-01,8.377836408342606012e-01,5.929378081819448587e-01
6.134742773332541033e-01,-1.710754982175949901e-01,8.919344652938532292e-01
1.970787323797298929e-01,-6.063233992521559479e-01,-1.198542134028785788e-01
-2.736435547805318724e-01,1.444735782079825948e-01,5.449472350361992401e-01
7.994926801754862478e-01,5.809684795131613289e-01,8.941998032071952762e-01
8.877875741674475796e-01,1.390020550416709022e-01,2.476649879665089593e-01
6.436974922297404866e-01,7.910608845968642999e-01,8.828987180949805502e-01
5.609633305140155901e-01,3.091754724773375651e-01,1.612418510844514097e-01
4.437334733245279494e-01,4.371189728327825041e-01,2.651337175332035279e-01
8.861852572646017334e-01,4.452163834336093085e-01,9.246065634346931628e-01
-4.203433362829472331e-01,3.852009629216170822e-02,8.802476835061571192e-01
1.341623003418767057e-01,9.689879187180711062e-01,6.498855892287104530e-02
7.914093512804735164e-01,9.123597302762799233e-01,2.593100881169204189e-02
7.423290827015279758e-01,8.274201174643424084e-01,9.190425408666381690e-01
3.962043828504438481e-01,1.048929989675812635e+00,9.457081208535299544e-01
6.364384740547165409e-01,-3.245222145577994488e-01,-1.279618215118112357e-01
1.229580870950405802e-01,-1.327086610233066399e-01,2.290494105463725984e-03
-2.791101148116238995e-01,-2.574524553854140932e-02,9.281514346658316095e-01
4.306939049958233845e-01,-4.950733358912143972e-02,7.152811129884557584e-01
4.773130072356316922e-01,6.237227592458914893e-01,5.395781323864089485e-01
8.226310542980461715e-01,4.323571563829233799e-01,1.283101875313937545e-01
5.174389921119334351e-02,-9.633077655427710329e-02,1.049963024196126637e+00
2.618851340012271489e-01,1.284896043440528907e-02,7.085690417955848863e-01
-7.553620240214789505e-02,5.154199439614548517e-01,-3.862842555151048407e-02
6.658598362564148720e-01,5.576477479834999196e-01,8.124538314872807865e-01
6.273461356806046829e-02,-6.210242424802493721e-02,8.574613313702554862e-01
5.665050315777135810e-03,5.887984095089752179e-01,1.971490852019236462e-01
3.850146932336697136e-01,2.656728289020630629e-01,4.014841709929349856e-01
5.475715821300811692e-01,1.275969245256159679e-01,2.717304365115558173e-01
4.533750775294203561e-01,7.854572418343057638e-01,4.283111611291730292e-02
9.664233336666721019e-01,7.021907568156754431e-01,4.204613984675436011e-01
6.784486714398058060e-01,8.458596421699338119e-01,6.224126011697062033e-01
9.657767611149988829e-01,4.453566049815970707e-01,-1.290275078056778157e-02
7.425944418004891689e-01,6.998181505171898742e-01,6.660260935215990274e-01
-3.376915472371853216e-02,2.551724138179577439e-01,1.914648250923983164e-01
1.973083048703284936e-01,8.098936784716143089e-01,9.154142163661458387e-01
1.203315045819351170e-01,2.604170575931412102e-01,9.157866198477917496e-01
1.037014728460385615e-01,5.295568780322537084e-01,7.699025355329147668e-02
7.262540180093519648e-01,8.534100559669967057e-01,6.283252260240160258e-02
2.855345106822890222e-01,-4.931805849688739030e-02,8.320817844929118134e-01
4.550433455394720106e-01,-1.314289444792412220e-01,9.108424423433952866e-01
4.583384131026200237e-01,2.504961582310465396e-01,9.347969502121827867e-01
2.555292889025199687e-01,8.681246802249578121e-01,6.260992167248020657e-01
4.755888257410980646e-01,-3.544739853802101326e-01,-1.299678756223350828e-01
1.851387490308686046e-01,9.092178345090073943e-01,4.728998536879014392e-01
7.445777381727556321e-01,7.852616860949209743e-01,4.704731320456601584e-01
4.754814215918239939e-01,2.353306528361067962e-01,2.276219908653785706e-01
1.367696230305680272e-01,9.773826913493740554e-01,2.557499027645953049e-01
6.462257319374868914e-01,9.410166668553393565e-01,3.712184854828217695e-01
2.462676845562711270e-01,5.163998731272018139e-01,8.571242126440635767e-01
3.346413355524949229e-01,8.721867202007641540e-01,2.664256677267042850e-01
5.801415937331272366e-01,5.803899621148611576e-01,3.771034702486407708e-01
5.309675805353537559e-01,8.490488910749453000e-01,3.215712738648397462e-01
7.463852598338048816e-01,6.768246598424554339e-01,5.768569322705299207e-01
1.621277310499036894e-01,7.745165053280468337e-01,9.019205602543579614e-01
9.323141554583197488e-01,5.430670699278209446e-01,6.655957924202122733e-01
8.671793523150855831e-02,1.127896598429179997e+00,2.433968118450899332e-01
6.945587578331135180e-03,5.351916320892250445e-01,4.656011433723272752e-02
6.523382646827714515e-01,7.661589250916166494e-01,7.563590488597897732e-01
1.723064518363597586e-01,-8.209627577677010291e-02,9.875236638135231892e-01
3.945472658496592122e-01,6.597708101156601890e-01,1.057937049223745207e+00
6.904505625676492231e-02,-1.594660668612446208e-01,1.192736371103171544e+00
4.727019382577374307e-01,9.294776973757766791e-01,7.215225850489370707e-01
6.352609818691860866e-02,-1.009876257344477224e-01,9.469736665551032884e-01
2.902458259474220426e-01,8.177717332388914073e-01,9.673570069849342090e-01
1.494908566105507264e-01,-9.255972524447333982e-02,1.005975782774647165e+00
7.492725004108466980e-01,9.925800785903180490e-01,5.389672076362683750e-01
5.087804042077259670e-01,8.205723501900447081e-01,3.003266475593222018e-01
1.003835013829531997e+00,6.093837661402813355e-01,4.477494116335596908e-01
4.373181073144052355e-01,1.017267306282558570e+00,3.024334590288488278e-01
-8.250211478705997414e-02,1.570149531051997782e-01,4.145599270173688233e-01
6.628586671628925453e-01,1.461643119455343642e-01,2.303896467195455933e-01
5.705658493876571979e-01,5.424265299017720920e-01,9.744087455218636284e-01
2.241400099180158034e-01,1.024786913058715720e+00,6.448855843012014921e-02
1.548455066361765220e-01,4.143751062104721883e-01,6.631358858222733410e-01
